# Python MESMA for LE07_LE07_20000918_20000925 run on 20200126 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4352100 39.3154970 430320 -123.8082921 0.28119
4352100 39.3155019 430380 -123.8075962 0.37807
4352100 39.3155043 430410 -123.8072482 0.50631
4352100 39.3155067 430440 -123.8069002 0.53917
4352100 39.3155091 430470 -123.8065523 0.42724
4352070 39.3152267 430320 -123.8082890 0.26058
4352070 39.3152292 430350 -123.8079410 0.31107
4352070 39.3152340 430410 -123.8072451 0.36316
4352070 39.3152364 430440 -123.8068971 0.55453
4352070 39.3152388 430470 -123.8065492 0.54833
4352070 39.3152412 430500 -123.8062012 0.36323
4352040 39.3149661 430440 -123.8068940 0.45321
4352040 39.3149685 430470 -123.8065461 0.59808
4352040 39.3149709 430500 -123.8061981 0.54084
4352040 39.3149733 430530 -123.8058501 0.68816
4352040 39.3149781 430590 -123.8051542 0.53181
4352010 39.3146958 430440 -123.8068909 0.27454
4352010 39.3146982 430470 -123.8065430 0.36639
4352010 39.3147006 430500 -123.8061950 0.49353
4352010 39.3147030 430530 -123.8058470 0.64200
4352010 39.3147078 430590 -123.8051511 0.64744
4351980 39.3144158 430320 -123.8082797 0.38034
4351980 39.3144183 430350 -123.8079317 0.38400
4351980 39.3144303 430500 -123.8061919 0.35993
4351980 39.3144327 430530 -123.8058439 0.35369
4351950 39.3141116 429900 -123.8131480 0.36513
4351950 39.3141431 430290 -123.8086245 0.43311
4351950 39.3141455 430320 -123.8082766 0.31220
4351950 39.3141480 430350 -123.8079286 0.48218
4351950 39.3141504 430380 -123.8075806 0.33192
4351920 39.3138704 430260 -123.8089694 0.44024
4351920 39.3138728 430290 -123.8086214 0.49948
4351920 39.3138777 430350 -123.8079255 0.46402
4351890 39.3136025 430290 -123.8086183 0.40126
4351890 39.3136049 430320 -123.8082704 0.36211
4351890 39.3136074 430350 -123.8079224 0.57597
4351260 39.3078826 429750 -123.8148157 0.36337
4350900 39.3046487 429870 -123.8133865 0.39277
4350900 39.3046511 429900 -123.8130386 0.52819
4350900 39.3046536 429930 -123.8126906 0.30508
4350630 39.3022282 430020 -123.8116188 0.34988
4350600 39.3019579 430020 -123.8116157 0.40178
4350570 39.3017455 430740 -123.8032629 0.44762
4350510 39.3011615 430200 -123.8095189 0.36323
4350450 39.3006426 430470 -123.8063816 0.46587
4350420 39.3003723 430470 -123.8063785 0.57957
4350390 39.3001020 430470 -123.8063754 0.38923
4350030 39.2969183 431220 -123.7976413 0.44598
4350000 39.2966385 431100 -123.7990297 0.35593
4350000 39.2966409 431130 -123.7986818 0.35593
4350000 39.2966480 431220 -123.7976382 0.41341
4349970 39.2963706 431130 -123.7986788 0.41360
4349970 39.2963730 431160 -123.7983309 0.36170
4349940 39.2961003 431130 -123.7986757 0.63255
4349910 39.2957917 430650 -123.8042386 0.30528
4349910 39.2958300 431130 -123.7986726 0.51049
4349880 39.2955238 430680 -123.8038876 0.36034
4349880 39.2955549 431070 -123.7993653 0.31065
4349880 39.2955573 431100 -123.7990174 0.40755
4349850 39.2952535 430680 -123.8038845 0.36034
4349850 39.2952703 430890 -123.8014494 0.28132
4349850 39.2952727 430920 -123.8011016 0.37719
4349850 39.2952870 431100 -123.7990144 0.46051
4349820 39.2950024 430920 -123.8010985 0.31145
4349820 39.2950047 430950 -123.8007506 0.43536
4349820 39.2950071 430980 -123.8004028 0.43311
4349820 39.2950095 431010 -123.8000549 0.36605
4349790 39.2947368 430980 -123.8003997 0.48881
4349790 39.2947392 431010 -123.8000518 0.36471
4349760 39.2944665 430980 -123.8003966 0.54580
4349760 39.2944689 431010 -123.8000487 0.36908
4349730 39.2941962 430980 -123.8003935 0.44151
4349730 39.2941986 431010 -123.8000457 0.31065
